broker_folder,markdown_file,document_sha1,processed_at,raw_json_path,broker_name,publish_date,announcement_stage,procurement_category,project_subcategory,project_name,procurement_method,procurement_action,procurement_scope_summary,budget_amount_yuan,ceiling_price_yuan,winning_amount_yuan,bid_deadline_at,service_period_months,delivery_period_days,winning_supplier
notices,2026-06-02_e4e8d57a_申万宏源证券有限公司2026年信创SAN存储设备采购招标公告.md,5c11f78ad6c63e955ccc268ec2525cdf15db62c3,2026-07-02T00:19:53.921233+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-02_e4e8d57a_申万宏源证券有限公司2026年信创SAN存储设备采购招标公告.json,申万宏源证券有限公司,2026-06-02,采购招标,IT软硬件,基础算力与云存储,申万宏源证券有限公司2026年信创SAN存储设备采购,公开招标,新购,采购2套华为全闪信创SAN存储，单台可用空间不低于80TB,,,,2026-06-24 10:15,,,
notices,2026-06-02_f2e0d27a_中信建投证券2026-2027年荣耀应用市场投放项目（第二次） 招标公告.md,f0db3a5b61488e57abed912ac0797230d7d2d027,2026-07-02T00:19:53.921233+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-02_f2e0d27a_中信建投证券2026-2027年荣耀应用市场投放项目（第二次） 招标公告.json,中信建投证券,2026-06-02,采购招标,专业及金融服务,营销与投研数据,中信建投证券2026-2027年荣耀应用市场投放项目（第二次）,公开招标,服务订阅,采购荣耀应用市场广告投放服务，服务期覆盖2026-2027年。,,,,2026-06-23 09:30,24,,
notices,2026-06-03_02bebf19_国泰海通证券2026年深信服信创代理服务器及集中管理平台采购项目公告.md,9a69a12c877d6c028d02726b01974079f93acf72,2026-07-02T00:19:53.922232+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-03_02bebf19_国泰海通证券2026年深信服信创代理服务器及集中管理平台采购项目公告.json,国泰海通证券,2026-06-03,采购招标,IT软硬件,业务系统与软件,国泰海通证券2026年深信服信创代理服务器及集中管理平台采购项目,询价,新购,采购深信服信创代理服务器及集中管理平台，实施地点为上海,,,,2026-06-09 17:00,,,
notices,2026-06-03_55642ee3_中信建投证券2026-2027年苹果应用市场投放采购项目招标公告.md,f242b1bb1cfa8b20a769bc25e418470678a4c12e,2026-07-02T00:19:53.923229+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-03_55642ee3_中信建投证券2026-2027年苹果应用市场投放采购项目招标公告.json,中信建投证券,2026-06-03,采购招标,专业及金融服务,营销与投研数据,中信建投证券2026-2027年苹果应用市场投放采购项目,公开招标,服务订阅,选聘1家苹果应用市场广告投放供应商，服务期约2年,,,,2026-06-24 10:00,24,,
notices,2026-06-03_c1f0d0e8_国泰海通证券2026年远程办公零信任扩容服务采购项目询价公告.md,84e18a56f759066d944c37c41b8aa089dbd188cd,2026-07-02T00:19:53.924227+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-03_c1f0d0e8_国泰海通证券2026年远程办公零信任扩容服务采购项目询价公告.json,国泰海通证券,2026-06-03,采购招标,IT软硬件,网络与信息安全,国泰海通证券2026年远程办公零信任扩容服务采购项目,公开招标,扩容,采购深信服零信任系统扩容服务，用于远程办公场景,,,,2026-06-09 17:00,,,
notices,2026-06-04_8e673789_国泰海通证券2026年集中交易系统历史库存储扩容采购项目询价公告.md,231e8b1f69b11b27baed3be8ecebdc43496856a1,2026-07-02T00:19:53.925224+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-04_8e673789_国泰海通证券2026年集中交易系统历史库存储扩容采购项目询价公告.json,国泰海通证券,2026-06-04,采购招标,IT软硬件,基础算力与云存储,国泰海通证券2026年集中交易系统历史库存储扩容采购项目,公开招标,扩容,采购华为OceanStor Dorado 8000 V700R001机头及储存盘，用于集中交易系统历史库存储扩容,,,,2026-06-11 17:00,,,
notices,2026-06-04_f3f22473_国泰海通证券山西分公司装修施工采购项目招标公告.md,672f65e97feccb6e001d1a43c92b4ffc52fc275a,2026-07-02T00:19:53.925224+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-04_f3f22473_国泰海通证券山西分公司装修施工采购项目招标公告.json,国泰海通证券,2026-06-04,采购招标,其他,工程装修与物业,国泰海通证券股份有限公司山西分公司及山西转型综合改革示范区分公司新址装修改造工程项目,公开招标,新购,新址装修及强电施工，装修面积1799.23平方米，工期50天。,,2910000,,2026-06-26 13:00,,50,
notices,2026-06-05_64e30087_国泰海通证券2026年互联网数智经营中台内容中心模块开发项目竞争性磋商公告.md,7d57ccda76e7d0571b3df0ccd902e50b8ce0f83f,2026-07-02T00:19:53.927217+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-05_64e30087_国泰海通证券2026年互联网数智经营中台内容中心模块开发项目竞争性磋商公告.json,国泰海通证券,2026-06-05,采购招标,IT软硬件,业务系统与软件,国泰海通证券2026年互联网数智经营中台内容中心模块开发项目,竞争性磋商,新购,采购1家供应商提供互联网数智经营中台内容中心模块开发服务，实施周期不超过5个月,,,,2026-06-17 14:00,,150,
notices,2026-06-05_6e267326_国泰海通证券2026年多源共享威胁情报系统智能化建设采购项目竞争性磋商公告.md,96d15d15e2e3f3f77e02cc950808fbbb4112146e,2026-07-02T00:19:53.927217+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-05_6e267326_国泰海通证券2026年多源共享威胁情报系统智能化建设采购项目竞争性磋商公告.json,国泰海通证券,2026-06-05,采购招标,IT软硬件,网络与信息安全,国泰海通证券2026年多源共享威胁情报系统智能化建设采购项目,公开招标,新购,采购1套多源共享威胁情报系统智能化建设服务，融合大模型与多源威胁情报能力,,,,2026-06-17 14:00,,,
notices,2026-06-05_de6ff7b7_国泰海通证券南宁双拥路第二营业部2026年新址装修工程采购项目比选公告.md,0fa98c4c6813d31204669bd97639823bc4257b41,2026-07-02T00:19:53.927217+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-05_de6ff7b7_国泰海通证券南宁双拥路第二营业部2026年新址装修工程采购项目比选公告.json,国泰海通证券,2026-06-05,采购招标,其他,工程装修与物业,国泰海通证券南宁双拥路第二营业部2026年新址装修工程采购项目,公开招标,其他,新址装修工程，装修面积491平方米，包括基础装修及强电施工，工期60天。,,854700,,2026-06-16 13:00,,60,
notices,2026-06-08_178fbd94_中信建投证券数据中台运营中心智能报送建设项目招标公告.md,69272e5795149c63b385b40a4d0420e09f71f7bc,2026-07-02T00:19:53.928215+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-08_178fbd94_中信建投证券数据中台运营中心智能报送建设项目招标公告.json,中信建投证券,2026-06-08,采购招标,IT软硬件,业务系统与软件,中信建投证券数据中台运营中心智能报送建设项目,公开招标,新购,建设数据中台运营中心智能报送系统，包含大模型解析、知识问答等功能,,,,2026-06-29 09:30,,,
notices,2026-06-08_42d48111_中信建投证券非现场开户系统建设项目招标公告.md,7197a2617c25c20c6972ded9ab7ee3fe3724b0c7,2026-07-02T00:19:53.929211+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-08_42d48111_中信建投证券非现场开户系统建设项目招标公告.json,中信建投证券,2026-06-08,采购招标,IT软硬件,业务系统与软件,中信建投证券非现场开户系统建设项目,公开招标,新购,采购非现场开户系统建设服务，服务期三年,,,,2026-06-29 09:30,36,,
notices,2026-06-08_e13fbc6c_国泰海通证券2026年华为存储设备维保服务采购项目公告.md,36ba2bf9ab0fec029e531d4165781e3eb8b40266,2026-07-02T00:19:53.929730+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-08_e13fbc6c_国泰海通证券2026年华为存储设备维保服务采购项目公告.json,国泰海通证券,2026-06-08,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026年华为存储设备维保服务采购项目,询价,维保,采购华为存储设备维保服务，实施地点为上海,,,,2026-06-15 17:00,,,
notices,2026-06-09_19c7b480_国泰海通证券2026年金融科技园区餐饮服务采购项目采购公告.md,50139eb7b3d410fdf2098c1e2e8d9b85db3f6b85,2026-07-02T00:19:53.930239+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-09_19c7b480_国泰海通证券2026年金融科技园区餐饮服务采购项目采购公告.json,国泰海通证券,2026-06-09,采购招标,其他,行政与办公后勤,国泰海通证券2026年金融科技园区餐饮服务采购项目,公开招标,服务订阅,采购金融科技园区餐饮管理服务，服务期3年，入围2家供应商分别负责北区和南区。,,,,2026-06-30 10:00,36,,
notices,2026-06-09_48a2144c_国泰海通证券粤港澳大湾区公务车采购项目询价终止公告.md,35ba5760986c19fd2d0faa40d8ec68ea1b7d6a43,2026-07-02T00:19:53.934226+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-09_48a2144c_国泰海通证券粤港澳大湾区公务车采购项目询价终止公告.json,国泰海通证券,2026-06-09,流标废标,其他,行政与办公后勤,国泰海通证券粤港澳大湾区公务车采购项目,公开招标,新购,采购公务车，用于粤港澳大湾区业务,,,,,,,
notices,2026-06-09_a12a22a7_国泰海通证券浙江分公司2026年SD-WAN网络标准化建设项目采购公告.md,172e5d983a75c123465f2c17933cae71a8567cbe,2026-07-02T00:19:53.935223+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-09_a12a22a7_国泰海通证券浙江分公司2026年SD-WAN网络标准化建设项目采购公告.json,国泰海通证券,2026-06-09,采购招标,IT软硬件,网络与信息安全,国泰海通证券浙江分公司2026年SD-WAN网络标准化建设项目,竞争性磋商,升级改造,对浙江分公司网络进行软件定义广域网（SD-WAN）改造,,,,2026-06-24 13:30,,,
notices,2026-06-09_a65745bf_国泰海通证券天津分公司装修施工采购项目磋商公告.md,52c28f00175274bfcf1f135a9a4eeab687b0e527,2026-07-02T00:19:53.935223+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-09_a65745bf_国泰海通证券天津分公司装修施工采购项目磋商公告.json,国泰海通证券,2026-06-09,采购招标,其他,工程装修与物业,国泰海通证券天津分公司装修施工采购项目,公开招标,其他,天津分公司办公场所装修施工，建筑面积约1485.67㎡，包括主体装修和强电施工，工期50日历天。,,1787700,,2026-06-18 13:00,,50,
notices,2026-06-10_1702e496_国泰海通证券2026年日内策略算法框架协议采购项目采购公告.md,e378837694928f6e26aac194fb1b9d03e56a27f1,2026-07-02T00:19:53.936220+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-10_1702e496_国泰海通证券2026年日内策略算法框架协议采购项目采购公告.json,国泰海通证券,2026-06-10,采购招标,专业及金融服务,营销与投研数据,国泰海通证券2026年日内策略算法框架协议采购项目,公开招标,服务订阅,采购日内策略算法服务，拟选择15家框架协议入围供应商，服务期1年,,,,2026-07-01 15:00,12,,
notices,2026-06-10_26e42daf_光大证券股份有限公司市场风险系统信创2026改造项目招标公告.md,a8e7bfc8b26a8772c41fe46c90a7523d03d3d751,2026-07-02T00:19:53.936220+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-10_26e42daf_光大证券股份有限公司市场风险系统信创2026改造项目招标公告.json,光大证券,2026-06-10,采购招标,IT软硬件,业务系统与软件,光大证券股份有限公司市场风险系统信创2026改造项目,公开招标,升级改造,对市场风险系统进行信创改造及新业务需求升级，包括数据迁移、压力测试优化、统一认证对接等。,,3424000,,2026-07-01 09:30,,,
notices,2026-06-10_c1b1d090_中信建投证券投教及财经资讯数据采购项目磋商公告.md,c864f7400c5ce171504395cd0e0c56768f06b313,2026-07-02T00:19:53.937218+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-10_c1b1d090_中信建投证券投教及财经资讯数据采购项目磋商公告.json,中信建投证券,2026-06-10,采购招标,专业及金融服务,营销与投研数据,中信建投证券投教及财经资讯数据采购项目,竞争性磋商,服务订阅,采购投教及财经资讯数据服务，服务期3年,,,,2026-06-22 09:30,36,,
notices,2026-06-10_e41c2f54_国泰海通证券2026年专业化交易平台拆单算法框架协议采购项目采购公告.md,0d82989a7ad23317166badf4201bb23a09ec87ba,2026-07-02T00:19:53.938721+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-10_e41c2f54_国泰海通证券2026年专业化交易平台拆单算法框架协议采购项目采购公告.json,国泰海通证券,2026-06-10,采购招标,IT软硬件,业务系统与软件,国泰海通证券2026年专业化交易平台拆单算法框架协议采购项目,公开招标,服务订阅,采购主动拆单算法服务，选择10家框架协议入围供应商，服务期1年,,,,2026-07-01 13:30,12,,
notices,2026-06-11_b50e8f39_中信建投证券2026-2028分支机构网点标识标牌采购项目招标公告.md,76425fe9711423fb3843e23b21b530f00cfa3499,2026-07-02T00:19:53.938721+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-11_b50e8f39_中信建投证券2026-2028分支机构网点标识标牌采购项目招标公告.json,中信建投证券,2026-06-11,采购招标,其他,行政与办公后勤,中信建投证券2026-2028分支机构网点标识标牌采购项目,公开招标,新购,为全国分支机构采购标识标牌，含测量、设计、制作、运输安装，服务期至2028年底,,,,2026-07-02 09:30,31,,
notices,2026-06-11_b577a6d4_中信建投证券东坝机房网络扩容集成采购项目谈判公告.md,3c0aefc7669f3f0c14da692d13b9d976902b89ab,2026-07-02T00:19:53.938721+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-11_b577a6d4_中信建投证券东坝机房网络扩容集成采购项目谈判公告.json,中信建投证券,2026-06-11,采购招标,IT软硬件,网络与信息安全,中信建投证券东坝机房网络扩容集成采购项目,竞争性谈判,扩容,采购东坝机房网络扩容设备及集成服务，用于数据中心网络扩容,,,,2026-06-25 09:30,,,
notices,2026-06-11_d4fdb04f_中信建投证券微软操作系统及数据库驻场专家采购项目磋商公告.md,bb16fe7b72dd0797a28a6e02b14f961af45fde3d,2026-07-02T00:19:53.938721+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-11_d4fdb04f_中信建投证券微软操作系统及数据库驻场专家采购项目磋商公告.json,中信建投证券,2026-06-11,采购招标,IT软硬件,IT运维与外包,中信建投证券微软操作系统及数据库驻场专家采购项目,竞争性磋商,服务订阅,采购微软操作系统及数据库驻场专家服务，服务期3年,,,,2026-06-24 09:30,36,,
notices,2026-06-12_22f88cd4_中信建投证券东坝信创镜像网设备扩容采购项目招标公告.md,bdc4fdb64eda27f986df9d1ac13769ef70c61bb1,2026-07-02T00:19:53.941714+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-12_22f88cd4_中信建投证券东坝信创镜像网设备扩容采购项目招标公告.json,中信建投证券,2026-06-12,采购招标,IT软硬件,网络与信息安全,中信建投证券东坝信创镜像网设备扩容采购项目,公开招标,扩容,采购镜像网设备及驻场运维服务，用于信创镜像网设备扩容,,,,2026-07-06 09:30,,,
notices,2026-06-12_53ec9187_建信基金东方证券分仓接口授权项目改造单一来源采前公示.md,0d0770b495d15d673d2d766b296e7febc17645a6,2026-07-02T00:19:53.945706+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-12_53ec9187_建信基金东方证券分仓接口授权项目改造单一来源采前公示.json,建信基金,2026-06-12,结果公示,IT软硬件,业务系统与软件,东方证券分仓接口授权项目,单一来源,升级改造,基于恒生投资交易系统进行分仓接口授权改造，由恒生电子提供系统服务,,,,,,,恒生电子股份有限公司
notices,2026-06-12_5fdc92be_中信建投证券品牌宣传物料服务采购项目竞争性磋商公告.md,166628aad0b738f16bc359b33a103957ee48bdb8,2026-07-02T00:19:53.945706+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-12_5fdc92be_中信建投证券品牌宣传物料服务采购项目竞争性磋商公告.json,中信建投证券,2026-06-12,采购招标,其他,行政与办公后勤,中信建投证券品牌宣传物料服务采购项目,竞争性磋商,服务订阅,选聘1家供应商提供品牌物料制作服务，服务期3年。,,,,2026-06-29 10:00,36,,
notices,2026-06-12_6861861a_中信建投证券自营黄金交易系统信创改造项目竞争性磋商公告.md,e87b72a8ee7ee70cbae485fbf1a61a6e101c67a9,2026-07-02T00:19:53.943712+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-12_6861861a_中信建投证券自营黄金交易系统信创改造项目竞争性磋商公告.json,中信建投证券,2026-06-12,采购招标,IT软硬件,业务系统与软件,中信建投证券自营黄金交易系统信创改造项目,竞争性磋商,升级改造,对自营黄金交易系统进行信创改造，包含系统开发与改造服务。,,,,2026-06-26 09:30,,,
notices,2026-06-15_3545d76a_中国银河证券股份有限公司2026年IT基础设施第二次集中采购项目标包1：海光CPU信创高频服务器采购项目招标公告.md,9cb9deab28f359436b95c93799c343c16bdd1c23,2026-07-02T00:19:53.946701+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-15_3545d76a_中国银河证券股份有限公司2026年IT基础设施第二次集中采购项目标包1：海光CPU信创高频服务器采购项目招标公告.json,中国银河证券,2026-06-15,采购招标,IT软硬件,基础算力与云存储,2026年IT基础设施第二次集中采购项目标包1：海光CPU信创高频服务器采购项目,公开招标,新购,采购海光CPU信创高频服务器及网卡、硬盘等配件，需在2026年7月30日前完成到货。,,,,2026-06-30 09:30,,45,
notices,2026-06-15_80554642_中国银河证券股份有限公司2026年IT基础设施第二次集中采购项目标包2：海光CPU信创低频服务器采购项目招标公告.md,9fc43d7121289b2fbd7d95e3112de821214485ae,2026-07-02T00:19:53.946701+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-15_80554642_中国银河证券股份有限公司2026年IT基础设施第二次集中采购项目标包2：海光CPU信创低频服务器采购项目招标公告.json,中国银河证券,2026-06-15,采购招标,IT软硬件,基础算力与云存储,2026年IT基础设施第二次集中采购项目标包2：海光CPU信创低频服务器采购项目,公开招标,新购,采购海光CPU信创低频服务器及内存、网卡、硬盘等配件，需在2026年7月30日前完成到货。,,,,2026-06-30 09:30,,45,
notices,2026-06-15_891865d5_中国银河证券股份有限公司2026年IT基础设施第二次集中采购项目标包3：鲲鹏CPU信创高频服务器采购项目招标公告.md,ea05d2d20f2e9a25d245d285d6df0b29f9e5d26c,2026-07-02T00:19:53.950721+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-15_891865d5_中国银河证券股份有限公司2026年IT基础设施第二次集中采购项目标包3：鲲鹏CPU信创高频服务器采购项目招标公告.json,中国银河证券,2026-06-15,采购招标,IT软硬件,基础算力与云存储,2026年IT基础设施第二次集中采购项目标包3：鲲鹏CPU信创高频服务器采购项目,公开招标,新购,采购鲲鹏CPU信创高频服务器及内存、网卡、硬盘等配件，需在2026年7月30日前完成到货。,,,,2026-06-30 09:30,,,
notices,2026-06-15_92484686_国泰海通证券2026年安恒设备维保服务采购项目公告.md,a1af303ab17ae8d495e4e8350a7d69c2f2adc0f8,2026-07-02T00:19:53.951720+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-15_92484686_国泰海通证券2026年安恒设备维保服务采购项目公告.json,国泰海通证券,2026-06-15,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026年安恒设备维保服务采购项目,询价,维保,采购安恒设备维保服务，实施地点为上海,,,,2026-06-23 17:00,,,
notices,2026-06-15_f0379281_国泰海通证券上海分公司2026年绿植租摆养护采购项目竞争性磋商公告.md,5c960f010171bf9600347171479d07ab38bc4aa3,2026-07-02T00:19:53.950721+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-15_f0379281_国泰海通证券上海分公司2026年绿植租摆养护采购项目竞争性磋商公告.json,国泰海通证券,2026-06-15,采购招标,其他,行政与办公后勤,国泰海通证券上海分公司2026年绿植租摆养护采购项目,公开招标,服务订阅,为上海分公司各营业部采购绿植租摆养护服务，服务期3年，选择2家框架协议入围供应商,,,,2026-06-29 09:30,36,,
notices,2026-06-15_f9b734a4_国泰海通证券2026年长亭设备维保服务采购项目公告.md,9d1e155a6c8511060be7e86ca7e83d3969d572a9,2026-07-02T00:19:53.951720+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-15_f9b734a4_国泰海通证券2026年长亭设备维保服务采购项目公告.json,国泰海通证券,2026-06-15,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026年长亭设备维保服务采购项目,询价,维保,采购长亭设备维保服务，实施地点为上海,,,,2026-06-23 17:00,,,
notices,2026-06-15_fc27ba05_国泰海通证券2026年金融科技园物业服务采购项目招标公告.md,5f61ff8797b4596e2ca35c17753ed538d9c330fa,2026-07-02T00:19:53.953712+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-15_fc27ba05_国泰海通证券2026年金融科技园物业服务采购项目招标公告.json,国泰海通证券,2026-06-15,采购招标,其他,工程装修与物业,国泰海通证券2026年金融科技园物业服务采购项目,公开招标,服务订阅,采购金融科技园北区、南区及金桥档案管理中心的物业管理服务，服务期三年。,,,,2026-07-06 10:00,36,,
notices,2026-06-15_fd046be7_中信建投证券资管债券业务管理系统信创改造采购项目磋商公告.md,5c9684aeb3096bf8e9a624db879ccc4060ebf42b,2026-07-02T00:19:53.953712+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-15_fd046be7_中信建投证券资管债券业务管理系统信创改造采购项目磋商公告.json,中信建投证券,2026-06-15,采购招标,IT软硬件,业务系统与软件,中信建投证券资管债券业务管理系统信创改造采购项目,竞争性磋商,升级改造,采购资管债券业务管理系统的信创改造服务,,,,2026-06-30 09:30,,,
notices,2026-06-16_2945de68_国泰海通证券2026年ADVA波分设备采购项目公告.md,a1e0a65bed334a144c7b836125112c9d089582dd,2026-07-02T00:19:53.953712+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-16_2945de68_国泰海通证券2026年ADVA波分设备采购项目公告.json,国泰海通证券,2026-06-16,采购招标,IT软硬件,网络与信息安全,国泰海通证券2026年ADVA波分设备采购项目,询价,新购,采购ADVA波分设备，用于广东省实施，具体数量及规格详见询价函。,,,,2026-06-24 17:00,,,
notices,2026-06-16_475560ee_国泰海通证券2026年华为波分设备采购项目公告.md,c736e32c5b98f0b081082e9351c8e03deee393c1,2026-07-02T00:19:53.953712+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-16_475560ee_国泰海通证券2026年华为波分设备采购项目公告.json,国泰海通证券,2026-06-16,采购招标,IT软硬件,网络与信息安全,国泰海通证券2026年华为波分设备采购项目,询价,新购,采购华为波分设备，用于广东省实施,,,,2026-06-24 17:00,,,
notices,2026-06-16_74200ad3_国泰海通证券2026年智能语音中台升级改造采购项目竞争性磋商公告.md,09f20051a25e97ff0178caf474c7be69a11b8a7a,2026-07-02T00:19:53.956704+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-16_74200ad3_国泰海通证券2026年智能语音中台升级改造采购项目竞争性磋商公告.json,国泰海通证券,2026-06-16,采购招标,IT软硬件,业务系统与软件,国泰海通证券2026年智能语音中台升级改造采购项目,竞争性磋商,升级改造,采购1家供应商提供专业化智能语音中台系统建设服务，实施地点为上海。,,,,2026-06-29 14:00,,,
notices,2026-06-16_872c31cd_光大证券浙江分公司投教短视频制作项目招标公告.md,c88d2c71183eae1ab546fb583a704d565867c695,2026-07-02T00:19:53.956704+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-16_872c31cd_光大证券浙江分公司投教短视频制作项目招标公告.json,光大证券,2026-06-16,采购招标,专业及金融服务,营销与投研数据,光大证券浙江分公司投教短视频制作项目,公开招标,服务订阅,采购投教短视频制作服务，包括后期制作、运营指导、脚本创作等，服务期约5.5个月。,250000,,,2026-07-07 09:30,5.5,,
notices,2026-06-17_0b215471_国新证券建设沪深机构交易机房项目-信创服务器采购(包9)竞价采购公告.md,85718fd7aa8d802fd75f0f43f53b6f914832be19,2026-07-02T00:19:53.956704+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-17_0b215471_国新证券建设沪深机构交易机房项目-信创服务器采购(包9)竞价采购公告.json,国新证券,2026-06-17,采购招标,IT软硬件,基础算力与云存储,国新证券建设沪深机构交易机房项目-信创服务器采购(包9),询价采购,新购,采购4台信创鲲鹏服务器，用于沪深机构交易机房建设,,656000,,2026-07-01 13:00,,30,
notices,2026-06-17_1756372f_国新证券建设沪深机构交易机房项目-低延时网络设备租赁(包3)竞价采购公告.md,f7c0a4f1999e4d8a9e25275149d1547248b1871e,2026-07-02T00:19:53.956704+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-17_1756372f_国新证券建设沪深机构交易机房项目-低延时网络设备租赁(包3)竞价采购公告.json,国新证券,2026-06-17,采购招标,IT软硬件,基础算力与云存储,国新证券建设沪深机构交易机房项目-低延时网络设备租赁(包3),询价采购,租赁,租赁全新思科Nexus 3524-XL低延迟交换机6台、Nexus 3548-XL低延迟交换机6台及盛立SLink_32112低延迟交换机2台，租赁期不少于6年,,2825000,,2026-07-01 13:00,72,,
notices,2026-06-17_1c92f550_国新证券新办公区IT基础设施及系统建设项目（包五）竞价公告.md,86937389eee658172b8606c17791d139ee7a3ca3,2026-07-02T00:19:53.958945+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-17_1c92f550_国新证券新办公区IT基础设施及系统建设项目（包五）竞价公告.json,国新证券,2026-06-17,采购招标,IT软硬件,网络与信息安全,国新证券新办公区IT基础设施及系统建设项目（包五）,其他,新购,采购新办公区安防系统，含监控及门禁系统，要求海康威视设备，原厂质保三年,,340000,,2026-06-24 13:30,36,,
notices,2026-06-17_2eda54e7_国新证券建设沪深机构交易机房项目--超频服务器租赁(包8)竞价采购公告.md,4264c8bd2de74adcf79e9d994217086e1dfe9ef2,2026-07-02T00:19:53.958945+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-17_2eda54e7_国新证券建设沪深机构交易机房项目--超频服务器租赁(包8)竞价采购公告.json,国新证券,2026-06-17,采购招标,IT软硬件,基础算力与云存储,国新证券建设沪深机构交易机房项目--超频服务器租赁(包8),询价采购,租赁,租赁18台超频服务器，租赁期限2年,,1548000,,2026-07-01 13:00,24,,
notices,2026-06-17_3690b563_国新证券2026年网络安全等级保护测评服务项目询比采购公告.md,9db1f411549eab01c96bcb7241b9c93dc5d42822,2026-07-02T00:19:53.958945+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-17_3690b563_国新证券2026年网络安全等级保护测评服务项目询比采购公告.json,国新证券,2026-06-17,采购招标,IT软硬件,网络与信息安全,国新证券2026年网络安全等级保护测评服务项目,其他,服务订阅,采购2026年网络安全等级保护测评服务,,300000,,2026-06-26 10:00,,,
notices,2026-06-17_89abe6df_国泰海通证券2026年大数据区机房汇聚交换机扩容采购项目询价公告.md,6353f802ae72e82dfe9a2f4860ce75863a368269,2026-07-02T00:19:53.959940+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-17_89abe6df_国泰海通证券2026年大数据区机房汇聚交换机扩容采购项目询价公告.json,国泰海通证券,2026-06-17,采购招标,IT软硬件,基础算力与云存储,国泰海通证券2026年大数据区机房汇聚交换机扩容采购项目,公开招标,扩容,采购一批华为汇聚交换机，用于大数据区机房扩容,,,,2026-06-25 17:00,,,
notices,2026-06-17_ac232684_国泰海通证券北京金益大厦装修工程（方案设计、初步设计、施工图设计）招标公告.md,3d0237839e29bbd521140a381c0280c33dbe4c32,2026-07-02T00:19:53.960937+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-06-17_ac232684_国泰海通证券北京金益大厦装修工程（方案设计、初步设计、施工图设计）招标公告.json,国泰海通证券,2026-06-17,采购招标,其他,工程装修与物业,国泰海通证券北京金益大厦装修工程（方案设计、初步设计、施工图设计）,公开招标,其他,北京金益大厦装修工程全专业设计服务，建筑面积16895平方米,89500000,,,2026-07-07 10:00,,,
